,Survived,SibSp,Parch,Fare,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_Unknown,Age_Adult,Age_Child,Age_Elderly,Age_Unknown
549,1,1,1,36.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
550,1,0,2,110.8833,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
551,0,0,0,26.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
552,0,0,0,7.8292,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
553,1,0,0,7.225,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
554,1,0,0,7.775,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
555,0,0,0,26.55,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
556,1,1,0,39.6,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
557,0,0,0,227.525,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
558,1,1,1,79.65,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
559,1,1,0,17.4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
560,0,0,0,7.75,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
561,0,0,0,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
562,0,0,0,13.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
563,0,0,0,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
564,0,0,0,8.05,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
565,0,2,0,24.15,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
566,0,0,0,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
567,0,0,4,21.075,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
568,0,0,0,7.2292,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
569,1,0,0,7.8542,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
570,1,0,0,10.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
571,1,2,0,51.4792,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
572,1,0,0,26.3875,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
573,1,0,0,7.75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
574,0,0,0,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
575,0,0,0,14.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
576,1,0,0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
577,1,1,0,55.9,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
578,0,1,0,14.4583,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
579,1,0,0,7.925,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
580,1,1,1,30.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
581,1,1,1,110.8833,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
582,0,0,0,26.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
583,0,0,0,40.125,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
584,0,0,0,8.7125,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
585,1,0,2,79.65,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
586,0,0,0,15.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
587,1,1,1,79.2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
588,0,0,0,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
589,0,0,0,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
590,0,0,0,7.125,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
591,1,1,0,78.2667,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
592,0,0,0,7.25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
593,0,0,2,7.75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
