,Survived,SibSp,Parch,Fare,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_Unknown,Age_Adult,Age_Child,Age_Elderly,Age_Unknown
846,0,8,2,69.55,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
847,0,0,0,7.8958,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
848,0,0,1,33.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
849,1,1,0,89.1042,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
850,0,4,2,31.275,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
851,0,0,0,7.775,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
852,0,1,1,15.2458,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
853,1,0,1,39.4,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
854,0,1,0,26.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
855,1,0,1,9.35,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
856,1,1,1,164.8667,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
857,1,0,0,26.55,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
858,1,0,3,19.2583,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
859,0,0,0,7.2292,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
860,0,2,0,14.1083,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
861,0,1,0,11.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
862,1,0,0,25.9292,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
863,0,8,2,69.55,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
864,0,0,0,13.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
865,1,0,0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
866,1,1,0,13.8583,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
867,0,0,0,50.4958,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
868,0,0,0,9.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
869,1,1,1,11.1333,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
870,0,0,0,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
871,1,1,1,52.5542,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
872,0,0,0,5.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
873,0,0,0,9.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
874,1,1,0,24.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
875,1,0,0,7.225,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
876,0,0,0,9.8458,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
877,0,0,0,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
878,0,0,0,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
879,1,0,1,83.1583,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
880,1,0,1,26.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
881,0,0,0,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
882,0,0,0,10.5167,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
883,0,0,0,10.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
884,0,0,0,7.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
885,0,0,5,29.125,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
886,0,0,0,13.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
887,1,0,0,30.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
888,0,1,2,23.45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
889,1,0,0,30.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
890,0,0,0,7.75,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
