,Age,Fare,Embarked_C,Embarked_S,SibSp,Embarked_Q
787,8.0,29.125,False,False,4,True
788,1.0,20.575,False,True,1,False
789,46.0,79.2,True,False,0,False
790,,7.75,False,False,0,True
791,16.0,26.0,False,True,0,False
792,,69.55,False,True,8,False
793,,30.6958,True,False,0,False
794,25.0,7.8958,False,True,0,False
795,39.0,13.0,False,True,0,False
796,49.0,25.9292,False,True,0,False
797,31.0,8.6833,False,True,0,False
798,30.0,7.2292,True,False,0,False
799,30.0,24.15,False,True,1,False
800,34.0,13.0,False,True,0,False
801,31.0,26.25,False,True,1,False
802,11.0,120.0,False,True,1,False
803,0.42,8.5167,True,False,0,False
804,27.0,6.975,False,True,0,False
805,31.0,7.775,False,True,0,False
806,39.0,0.0,False,True,0,False
807,18.0,7.775,False,True,0,False
808,39.0,13.0,False,True,0,False
809,33.0,53.1,False,True,1,False
810,26.0,7.8875,False,True,0,False
811,39.0,24.15,False,True,0,False
812,35.0,10.5,False,True,0,False
813,6.0,31.275,False,True,4,False
814,30.5,8.05,False,True,0,False
815,,0.0,False,True,0,False
816,23.0,7.925,False,True,0,False
817,31.0,37.0042,True,False,1,False
818,43.0,6.45,False,True,0,False
819,10.0,27.9,False,True,3,False
820,52.0,93.5,False,True,1,False
821,27.0,8.6625,False,True,0,False
822,38.0,0.0,False,True,0,False
823,27.0,12.475,False,True,0,False
824,2.0,39.6875,False,True,4,False
825,,6.95,False,False,0,True
826,,56.4958,False,True,0,False
827,1.0,37.0042,True,False,0,False
828,,7.75,False,False,0,True
830,15.0,14.4542,True,False,1,False
831,0.83,18.75,False,True,1,False
832,,7.2292,True,False,0,False
833,23.0,7.8542,False,True,0,False
834,18.0,8.3,False,True,0,False
835,39.0,83.1583,True,False,1,False
836,21.0,8.6625,False,True,0,False
837,,8.05,False,True,0,False
838,32.0,56.4958,False,True,0,False
839,,29.7,True,False,0,False
840,20.0,7.925,False,True,0,False
841,16.0,10.5,False,True,0,False
842,30.0,31.0,True,False,0,False
843,34.5,6.4375,True,False,0,False
844,17.0,8.6625,False,True,0,False
845,42.0,7.55,False,True,0,False
846,,69.55,False,True,8,False
847,35.0,7.8958,True,False,0,False
848,28.0,33.0,False,True,0,False
849,,89.1042,True,False,1,False
850,4.0,31.275,False,True,4,False
851,74.0,7.775,False,True,0,False
852,9.0,15.2458,True,False,1,False
853,16.0,39.4,False,True,0,False
854,44.0,26.0,False,True,1,False
855,18.0,9.35,False,True,0,False
856,45.0,164.8667,False,True,1,False
857,51.0,26.55,False,True,0,False
858,24.0,19.2583,True,False,0,False
859,,7.2292,True,False,0,False
860,41.0,14.1083,False,True,2,False
861,21.0,11.5,False,True,1,False
862,48.0,25.9292,False,True,0,False
863,,69.55,False,True,8,False
864,24.0,13.0,False,True,0,False
865,42.0,13.0,False,True,0,False
866,27.0,13.8583,True,False,1,False
867,31.0,50.4958,False,True,0,False
868,,9.5,False,True,0,False
869,4.0,11.1333,False,True,1,False
870,26.0,7.8958,False,True,0,False
871,47.0,52.5542,False,True,1,False
872,33.0,5.0,False,True,0,False
873,47.0,9.0,False,True,0,False
874,28.0,24.0,True,False,1,False
875,15.0,7.225,True,False,0,False
876,20.0,9.8458,False,True,0,False
877,19.0,7.8958,False,True,0,False
878,,7.8958,False,True,0,False
879,56.0,83.1583,True,False,0,False
880,25.0,26.0,False,True,0,False
881,33.0,7.8958,False,True,0,False
882,22.0,10.5167,False,True,0,False
883,28.0,10.5,False,True,0,False
884,25.0,7.05,False,True,0,False
885,39.0,29.125,False,False,0,True
886,27.0,13.0,False,True,0,False
887,19.0,30.0,False,True,0,False
888,,23.45,False,True,1,False
889,26.0,30.0,True,False,0,False
890,32.0,7.75,False,False,0,True
